,area,location,point,lat,long,z
12229,"EDSA Magallanes SB, Philippines","Magallanes Station, Epifanio de los Santos Ave, Makati, Metro Manila, Philippines","(14.5420229, 121.0194852, 0.0)",14.5420229,121.0194852,0.0
12230,"EDSA Aurora Blvd. SB, Philippines","EDSA Aurora Blvd Tunnel, 655 Epifanio de los Santos Ave, Cubao, Quezon City, 1111 Metro Manila, Philippines","(14.6215316, 121.0501176, 0.0)",14.6215316,121.0501176,0.0
12231,"EDSA Aurora Blvd. Intersection SB, Philippines","J. Estolano Bldg, EDSA cor, Aurora Blvd, Cubao, Quezon City, Metro Manila, Philippines","(14.621112, 121.0497494, 0.0)",14.621112,121.0497494,0.0
12232,"EDSA Shaw Blvd. service road NB, Philippines","Shaw Boulevard, Ortigas Center, Mandaluyong, Metro Manila, Philippines","(14.5812485, 121.0536577, 0.0)",14.5812485,121.0536577,0.0
12233,"EDSA Timog MRT NB, Philippines","GMA Kamuning Station, 32 Samar Ave, Diliman, Quezon City, 1103 Metro Manila, Philippines","(14.6352168, 121.0433426, 0.0)",14.6352168,121.0433426,0.0
12234,"EDSA Ortigas Robinson NB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910506, 121.0598379, 0.0)",14.5910506,121.0598379,0.0
12235,"North Avenue Mindanao Avenue fronting Vertis EB, Philippines","North Avenue, Bagong Pag-asa, Quezon City, Metro Manila, Philippines","(14.65217, 121.032333, 0.0)",14.65217,121.032333,0.0
12237,"Luzon F/O going Katipunan, Philippines","Quezon City, Metro Manila, Philippines","(14.6760413, 121.0437003, 0.0)",14.6760413,121.0437003,0.0
12239,"East Ave. EB, Philippines",,,,,
12241,"EDSA Ortigas SB infron of POEA, Philippines","Ortigas Avenue, Blas F. Ople Building, corner Epifanio de los Santos Ave, Mandaluyong, Metro Manila, Philippines","(14.5930233, 121.0578696, 0.0)",14.5930233,121.0578696,0.0
12242,"EDSA before Magallanes F/O SB, Philippines","Magallanes Station, Epifanio de los Santos Ave, Makati, Metro Manila, Philippines","(14.5420229, 121.0194852, 0.0)",14.5420229,121.0194852,0.0
12243,"EDSA before Magallanes F/O SB, Philippines","Magallanes Station, Epifanio de los Santos Ave, Makati, Metro Manila, Philippines","(14.5420229, 121.0194852, 0.0)",14.5420229,121.0194852,0.0
12244,"EDSA Santolan after F/O SB, Philippines","Santolan-annapolis, Epifanio de los Santos Ave, San Juan, 1502 Kalakhang Maynila, Philippines","(14.607331, 121.05643, 0.0)",14.607331,121.05643,0.0
12245,"Katipunan Magsaysay, Philippines","Katipunan, Zamboanga del Sur, Philippines","(8.049482099999999, 123.452367, 0.0)",8.049482099999999,123.452367,0.0
12246,"Katipunan UP Town SB, Philippines","249, 216 Katipunan Ave, Diliman, Quezon City, 1800 Metro Manila, Philippines","(14.6507422, 121.0752145, 0.0)",14.6507422,121.0752145,0.0
12249,"EDSA Reliance NB, Philippines","EDSA cor. Reliance St., Brgy, Mandaluyong, Metro Manila, Philippines","(14.5767528, 121.0517717, 0.0)",14.5767528,121.0517717,0.0
12250,"Ortigas Infront of DOTR EB, Philippines","8th Floor Strata 100 Bldg., E Pasig Metro Manila, San Antonio, Pasig, Metro Manila, Philippines","(14.5864885, 121.0613332, 0.0)",14.5864885,121.0613332,0.0
12252,"C5 Eastwood SB, Philippines","Eulogio Rodriguez Jr. Ave, Bagumbayan, Quezon City, 1800 Metro Manila, Philippines","(14.6096463, 121.0796001, 0.0)",14.6096463,121.0796001,0.0
12253,"EDSA Timog Intersection SB, Philippines","GMA International, 10F GMA Network Center, EDSA cor, Timog Ave, Diliman, Quezon City, 1103 Metro Manila, Philippines","(14.6332902, 121.0438737, 0.0)",14.6332902,121.0438737,0.0
12256,"EDSA Buendia NB, Philippines","United Nations Ave, Ermita, Manila, 1000 Metro Manila, Philippines","(14.5814595, 120.9836439, 0.0)",14.5814595,120.9836439,0.0
12257,"EDSA Farmers after loading bay NB, Philippines","19-a General Araneta, Cubao, Quezon City, Metro Manila, Philippines","(14.6196074, 121.0520061, 0.0)",14.6196074,121.0520061,0.0
12258,"Katipunan CP Garcia SB , Philippines","Unit 2 TBI, U.P. Ayala Technology Park C.P. Garcia, corner Katipunan Ave, Diliman, Quezon City, 1101 Metro Manila, Philippines","(14.6477889, 121.0732612, 0.0)",14.6477889,121.0732612,0.0
12259,"Congressional Mindanao SB , Philippines","Mindanao Sanitarium Hospital, Andres Bonifacio Ave, Iligan City, Lanao del Norte, Philippines","(8.2413004, 124.2471039, 0.0)",8.2413004,124.2471039,0.0
12260,"C5 Ortigas Intersection SB , Philippines","C-5, Metro Manila, Philippines","(14.5588814, 121.0649006, 0.0)",14.5588814,121.0649006,0.0
12261,"Marcos Highway SM Marikina WB  , Philippines","Marikina-Infanta Hwy, Marikina, 1801 Metro Manila, Philippines","(14.6259836, 121.0837404, 0.0)",14.6259836,121.0837404,0.0
12262,"Sales East svc. rd. SB, Philippines",,,,,
12263,"EDSA Timog SB, Philippines","GMA International, 10F GMA Network Center, EDSA cor, Timog Ave, Diliman, Quezon City, 1103 Metro Manila, Philippines","(14.6332902, 121.0438737, 0.0)",14.6332902,121.0438737,0.0
12264,"Roxas Blvd. Katigbak NB, Philippines","Roxas Blvd, Metro Manila, Philippines","(14.5514161, 120.9897107, 0.0)",14.5514161,120.9897107,0.0
12265,"Commonwealth Tandang Sora EB, Philippines","Kalayaan St, Tandang Sora, Quezon City, 1107 Metro Manila, Philippines","(14.689559, 121.0508122, 0.0)",14.689559,121.0508122,0.0
12266,"EDSA Rochester SB, Philippines",,,,,
12267,"Quezon Ave. Welcome Rotonda WB, Philippines","No. 99-107, Quezon Avenue, Welcome Rotonda, Quezon City, 1113 Metro Manila, Philippines","(14.6188546, 121.0025149, 0.0)",14.6188546,121.0025149,0.0
12268,"Quezon Ave. Banawe EB, Philippines","PH, 426 Banawe St, Santa Mesa Heights, Quezon City, 1114 Metro Manila, Philippines","(14.6238487, 121.0075423, 0.0)",14.6238487,121.0075423,0.0
12269,"Commonwealth Shopwise EB, Philippines","Block 17, 1127 Don Mariano Marcos Ave, Quezon City, Metro Manila, Philippines","(14.67704, 121.0817957, 0.0)",14.67704,121.0817957,0.0
12271,"EDSA Reliance NB, Philippines","EDSA cor. Reliance St., Brgy, Mandaluyong, Metro Manila, Philippines","(14.5767528, 121.0517717, 0.0)",14.5767528,121.0517717,0.0
12272,"EDSA after SM Annex NB, Philippines","Unit 21 H LGF SM City Center, SM City North EDSA, North Avenue corner EDSA Lower Ground Floor Near the FoodCourt and SM Appliance, Bagong Pag-asa, Quezon City, 1105 Metro Manila, Philippines","(14.6566478, 121.0314804, 0.0)",14.6566478,121.0314804,0.0
12274,"Marcos Hi-way Barangka EB, Philippines","Santolan MRT-2 Station, Marikina-Infanta Hwy, Pasig, 1610 Metro Manila, Philippines","(14.622095, 121.0859805, 0.0)",14.622095,121.0859805,0.0
12278,"C5 Kalayaan after elevated U-turn NB, Philippines","C-5 & Kalayaan Ave, Makati, Metro Manila, Philippines","(14.5564054, 121.0631174, 0.0)",14.5564054,121.0631174,0.0
12279,"C5 Ortigas F/O SB, Philippines","C-5, Metro Manila, Philippines","(14.5588814, 121.0649006, 0.0)",14.5588814,121.0649006,0.0
12280,"EDSA Buendia NB, Philippines","United Nations Ave, Ermita, Manila, 1000 Metro Manila, Philippines","(14.5814595, 120.9836439, 0.0)",14.5814595,120.9836439,0.0
12281,"Ortigas Lasalle EB , Philippines","Central House, La Salle Green Hills, 343 Ortigas Ave, Mandaluyong, 1550 Metro Manila, Philippines","(14.595608, 121.055666, 0.0)",14.595608,121.055666,0.0
12282,"Ortigas Lasalle EB , Philippines","Central House, La Salle Green Hills, 343 Ortigas Ave, Mandaluyong, 1550 Metro Manila, Philippines","(14.595608, 121.055666, 0.0)",14.595608,121.055666,0.0
12284,"Commonwealth Sandigan EB , Philippines","Centennial Building, Commonwealth Ave.Corner Batasan Road, Quezon City, 1126 Metro Manila, Philippines","(14.687765, 121.087736, 0.0)",14.687765,121.087736,0.0
12285,"EDSA Main Ave, SB, Philippines","37 EDSA corner Boni Avenue, 37 Epifanio de los Santos Ave, Mandaluyong, 1550 Metro Manila, Philippines","(14.5721142, 121.0468128, 0.0)",14.5721142,121.0468128,0.0
12286,"Elliptical Quezon Ave., Philippines","Elliptical Rd, Quezon City, Metro Manila, Philippines","(14.6995906, 121.0825585, 0.0)",14.6995906,121.0825585,0.0
12287,"EDSA Guadalupe SB, Philippines","Tan Hock Bldg. Edsa, Cor P.Burgos, St, Makati, Kalakhang Maynila, Philippines","(14.5652663, 121.0453941, 0.0)",14.5652663,121.0453941,0.0
12288,"EDSA Kalayaan NB, Philippines","Kalayaan Flyover, Metro Manila, Philippines","(14.5573124, 121.0395546, 0.0)",14.5573124,121.0395546,0.0
12291,"C5 Ortigas NB, Philippines","C-5, Metro Manila, Philippines","(14.5588814, 121.0649006, 0.0)",14.5588814,121.0649006,0.0
12292,"EDSA Ermin Garcia SB, Philippines","159 Ermin Garcia St, Cubao, Quezon City, 1101 Metro Manila, Philippines","(14.6273742, 121.0474055, 0.0)",14.6273742,121.0474055,0.0
12294,"Mindanao Sauyo SB, Philippines","northbound side after Vibe Gastro Hub, 125 Mindanao Avenue, Novaliches, Quezon City, 1116 Metro Manila, Philippines","(14.686496, 121.031852, 0.0)",14.686496,121.031852,0.0
12295,"MIA Coastal Int. SB, Philippines",,,,,
12296,"Quirino Zamora SB, Philippines","Quirino, Philippines","(16.2700424, 121.5370003, 0.0)",16.2700424,121.5370003,0.0
12297,"EDSA Starmall Service road SB, Philippines","Harvard, Mandaluyong, Metro Manila, Philippines","(14.5822941, 121.0529863, 0.0)",14.5822941,121.0529863,0.0
12298,"EDSA Magallanes NB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910279, 121.0603914, 0.0)",14.5910279,121.0603914,0.0
12299,"EDSA SM North NB, Philippines","Unit 21 H LGF SM City Center, SM City North EDSA, North Avenue corner EDSA Lower Ground Floor Near the FoodCourt and SM Appliance, Bagong Pag-asa, Quezon City, 1105 Metro Manila, Philippines","(14.6566478, 121.0314804, 0.0)",14.6566478,121.0314804,0.0
12300,"EDSA  Quezon Ave. NB, Philippines","Quezon Avenue, 1103 Epifanio de los Santos Ave, Diliman, Quezon City, Metro Manila, Philippines","(14.6427595, 121.0385078, 0.0)",14.6427595,121.0385078,0.0
12301,"EDSA Starmall SB, Philippines","Harvard, Mandaluyong, Metro Manila, Philippines","(14.5822941, 121.0529863, 0.0)",14.5822941,121.0529863,0.0
12304,"Mindanao ave. Quirino NB, Philippines","Level 3, Main Mall, Robinsons Novaliches, Quirino Highway, Brgy, Novaliches, Quezon City, 1118 Metro Manila, Philippines","(14.7359481, 121.056207, 0.0)",14.7359481,121.056207,0.0
12306,"Roxas Blvd. P. Ocampo NB, Philippines","Vicente Sotto St, Pasay, Metro Manila, Philippines","(14.5544983, 120.9830333, 0.0)",14.5544983,120.9830333,0.0
12309,"Aurora PSBA EB, Philippines","1029, Aurora Blvd, Lungsod Quezon, Kalakhang Maynila, Philippines","(14.6295681, 121.0731431, 0.0)",14.6295681,121.0731431,0.0
12310,"C5 Bagong Ilog NB, Philippines","C-5, Pasig, Metro Manila, Philippines","(14.5643396, 121.0696684, 0.0)",14.5643396,121.0696684,0.0
12311,"EDSA Guadalupe Cloverleaf NB, Philippines","Makati, Metro Manila, Philippines","(14.5667953, 121.0464397, 0.0)",14.5667953,121.0464397,0.0
12313,"Robinsons Forum NB, Philippines","Pioneer St, Mandaluyong, Metro Manila, Philippines","(14.5712493, 121.0474821, 0.0)",14.5712493,121.0474821,0.0
12314,"C5 Kalayaan NB, Philippines","C-5 & Kalayaan Ave, Makati, Metro Manila, Philippines","(14.5564054, 121.0631174, 0.0)",14.5564054,121.0631174,0.0
12315,"Marcos Hi-way EB, Philippines","Marcos Highway, corner Felix Avenue, Dela Paz, Pasig City, 1600 Metro Manila, Philippines","(14.619234, 121.100117, 0.0)",14.619234,121.100117,0.0
12317,"EDSA Megamall NB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910279, 121.0603914, 0.0)",14.5910279,121.0603914,0.0
12318,"EDSA Central NB, Philippines","United Nations Ave, Ermita, Manila, 1000 Metro Manila, Philippines","(14.5814595, 120.9836439, 0.0)",14.5814595,120.9836439,0.0
12319,"EDSA Guadalupe SB, Philippines","Tan Hock Bldg. Edsa, Cor P.Burgos, St, Makati, Kalakhang Maynila, Philippines","(14.5652663, 121.0453941, 0.0)",14.5652663,121.0453941,0.0
12320,"Katipunan Ateneo NB, Philippines",,,,,
12321,"EDSA Ortigas SEC SB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910506, 121.0598379, 0.0)",14.5910506,121.0598379,0.0
12322,"West service road Tollgate NB, Philippines",,,,,
12323,"EDSA Malibay SB, Philippines","Taft Ave, Pasay, 1300 Metro Manila, Philippines","(14.5385754, 121.0006372, 0.0)",14.5385754,121.0006372,0.0
12324,"EDSA Ayala tunnel SB, Philippines","Antonio S Arnaiz Ave, Makati, Metro Manila, Philippines","(14.547475, 121.0260548, 0.0)",14.547475,121.0260548,0.0
12325,"C5 Lanuza NB, Philippines","Lanuza, Surigao del Sur, Philippines","(9.1515977, 126.0132051, 0.0)",9.1515977,126.0132051,0.0
12326,"C5 Ortigas NB, Philippines","C-5, Metro Manila, Philippines","(14.5588814, 121.0649006, 0.0)",14.5588814,121.0649006,0.0
12327,"Mindanao ave. Tandang Sora SB, Philippines","106 Mindanao Avenue, Novaliches, Quezon City, Metro Manila, Philippines","(14.6825978, 121.0323399, 0.0)",14.6825978,121.0323399,0.0
12328,"C5 J. Vargas SB, Philippines","C-5, Metro Manila, Philippines","(14.5588814, 121.0649006, 0.0)",14.5588814,121.0649006,0.0
12329,"C5 Libis SB, Philippines","C-5, Metro Manila, Philippines","(14.5588814, 121.0649006, 0.0)",14.5588814,121.0649006,0.0
12330,"EDSA Taft NB, Philippines","Taft Ave, Ermita, Manila, 1000 Metro Manila, Philippines","(14.5809694, 120.9844871, 0.0)",14.5809694,120.9844871,0.0
12331,"C5 Libis SB, Philippines","C-5, Metro Manila, Philippines","(14.5588814, 121.0649006, 0.0)",14.5588814,121.0649006,0.0
12332,"EDSA Reliance SB, Philippines","EDSA cor. Reliance St., Brgy, Mandaluyong, Metro Manila, Philippines","(14.5767528, 121.0517717, 0.0)",14.5767528,121.0517717,0.0
12333,"Aurora Katipunan WB, Philippines","Katipunan, Aurora Blvd, Project 4, Quezon City, Metro Manila, Philippines","(14.6307723, 121.0727009, 0.0)",14.6307723,121.0727009,0.0
12334,"Mia Imelda NB, Philippines",,,,,
12336,"C5 U.P. Town Center Katipunan NB, Philippines","249, 216 Katipunan Ave, Diliman, Quezon City, 1800 Metro Manila, Philippines","(14.6507422, 121.0752145, 0.0)",14.6507422,121.0752145,0.0
12337,"Congressional S&amp;R WB, Philippines",,,,,
12338,"Commonwealth Ave. Ever Gotesco EB, Philippines","Ever Gotesco Mall, Commonwealth Ave, Quezon City, 1824 Metro Manila, Philippines","(14.6781259, 121.0859455, 0.0)",14.6781259,121.0859455,0.0
12339,"Mindanao Ave. Quirino NB, Philippines","Level 3, Main Mall, Robinsons Novaliches, Quirino Highway, Brgy, Novaliches, Quezon City, 1118 Metro Manila, Philippines","(14.7359481, 121.056207, 0.0)",14.7359481,121.056207,0.0
12340,"C5 libis  SB, Philippines","C-5, Metro Manila, Philippines","(14.5588814, 121.0649006, 0.0)",14.5588814,121.0649006,0.0
12341,"C5 J. Vargas SB, Philippines","C-5, Metro Manila, Philippines","(14.5588814, 121.0649006, 0.0)",14.5588814,121.0649006,0.0
12343,"EDSA Trinoma NB, Philippines","Unit 21 H LGF SM City Center, SM City North EDSA, North Avenue corner EDSA Lower Ground Floor Near the FoodCourt and SM Appliance, Bagong Pag-asa, Quezon City, 1105 Metro Manila, Philippines","(14.6566478, 121.0314804, 0.0)",14.6566478,121.0314804,0.0
12345,"C5 Libis F/O NB, Philippines","Libis, Quezon City, 1800 Metro Manila, Philippines","(14.6165947, 121.0772212, 0.0)",14.6165947,121.0772212,0.0
12346,"Commonwealth infront of St. Peter Church EB, Philippines","46 Commonwealth Ave, Quezon City, Metro Manila, Philippines","(14.6814179, 121.0853145, 0.0)",14.6814179,121.0853145,0.0
12347,"C5 Kalayaan elevated UTS NB, Philippines","C-5 & Kalayaan Ave, Makati, Metro Manila, Philippines","(14.5564054, 121.0631174, 0.0)",14.5564054,121.0631174,0.0
12348,"EDSA Ortigas Shrine EB, Philippines","EDSA, corner Ortigas Ave, Ortigas Center, Quezon City, 1100 Metro Manila, Philippines","(14.5925037, 121.0587244, 0.0)",14.5925037,121.0587244,0.0
12349,"EDSA Timog flyover NB, Philippines","GMA International, 10F GMA Network Center, EDSA cor, Timog Ave, Diliman, Quezon City, 1103 Metro Manila, Philippines","(14.6332902, 121.0438737, 0.0)",14.6332902,121.0438737,0.0
12350,"Commonwealth Tandang Sora EB, Philippines","Kalayaan St, Tandang Sora, Quezon City, 1107 Metro Manila, Philippines","(14.689559, 121.0508122, 0.0)",14.689559,121.0508122,0.0
12351,"EDSA Guadalupe NB, Philippines","2195 Epifanio de los Santos Ave, Makati, 1554 Metro Manila, Philippines","(14.5644828, 121.0451481, 0.0)",14.5644828,121.0451481,0.0
12352,"C5 Calle Industria NB, Philippines","C-5 & Calle Industria, Bagumbayan, Quezon City, Metro Manila, Philippines","(14.6054646, 121.0790443, 0.0)",14.6054646,121.0790443,0.0
12353,"Marcos Highway Sta. Lucia WB, Philippines","POWERPLAY 2/F Sta. Lucia Mall, Bldg. 3, Felix Ave, Cainta, 1900 Metro Manila, Philippines","(14.6182462, 121.0992404, 0.0)",14.6182462,121.0992404,0.0
12354,"EDSA Santolan SB, Philippines","Ground Floor, Vertis North Mall, EDSA cor, North Ave, Bagong Pag-asa, Quezon City, 1104 Metro Manila, Philippines","(14.6564091, 121.0337515, 0.0)",14.6564091,121.0337515,0.0
12355,"EDSA McArthur NB, Philippines",,,,,
12356,"EDSA Pioneer NB, Philippines","Pioneer St. cor EDSA, Mandaluyong, 1554 Metro Manila, Philippines","(14.5725722, 121.0483433, 0.0)",14.5725722,121.0483433,0.0
12358,"Roxas Blvd. Kalaw SB, Philippines","Rizal Park, Ermita, Manila, 1000 Metro Manila, Philippines","(14.5831177, 120.9794171, 0.0)",14.5831177,120.9794171,0.0
12359,"Marcos Highway Felix Avenue EB, Philippines","POWERPLAY 2/F Sta. Lucia Mall, Bldg. 3, Felix Ave, Cainta, 1900 Metro Manila, Philippines","(14.6182462, 121.0992404, 0.0)",14.6182462,121.0992404,0.0
12360,"EDSA Magallanes flyover SB, Philippines","Magallanes Station, Epifanio de los Santos Ave, Makati, Metro Manila, Philippines","(14.5420229, 121.0194852, 0.0)",14.5420229,121.0194852,0.0
12362,"Edsa Timog Flyover SB, Philippines","GMA International, 10F GMA Network Center, EDSA cor, Timog Ave, Diliman, Quezon City, 1103 Metro Manila, Philippines","(14.6332902, 121.0438737, 0.0)",14.6332902,121.0438737,0.0
12363,"Edsa Magallanes Flyover NB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910279, 121.0603914, 0.0)",14.5910279,121.0603914,0.0
12364,"Edsa Aurora after Tunnel NB, Philippines","EDSA Aurora Blvd Tunnel, 655 Epifanio de los Santos Ave, Cubao, Quezon City, 1111 Metro Manila, Philippines","(14.6215316, 121.0501176, 0.0)",14.6215316,121.0501176,0.0
12366,"Edsa Kalayaan SB, Philippines","5756 ABBA Condominium, Tower 3, Avenue cor. Northbound EDSA (under Kalayaan Flyover), Kalayaan Ave, Maynila, Kalakhang Maynila, Philippines","(14.557296, 121.039095, 0.0)",14.557296,121.039095,0.0
12367,"Edsa Emin Garcia SB, Philippines","159 Ermin Garcia St, Cubao, Quezon City, 1101 Metro Manila, Philippines","(14.6273742, 121.0474055, 0.0)",14.6273742,121.0474055,0.0
12368,"EDSA Pioneer  NB, Philippines","Pioneer St. cor EDSA, Mandaluyong, 1554 Metro Manila, Philippines","(14.5725722, 121.0483433, 0.0)",14.5725722,121.0483433,0.0
12369,"EDSA Santolan MRT NB, Philippines","Santolan-Annapolis, Epifanio de los Santos Ave, Quezon City, Metro Manila, Philippines","(14.6078175, 121.0564144, 0.0)",14.6078175,121.0564144,0.0
12370,"EDSA Reliance SB, Philippines","EDSA cor. Reliance St., Brgy, Mandaluyong, Metro Manila, Philippines","(14.5767528, 121.0517717, 0.0)",14.5767528,121.0517717,0.0
12371,"EDSA Robinsons forum NB, Philippines","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Philippines","(14.5910506, 121.0598379, 0.0)",14.5910506,121.0598379,0.0
12372,"EDSA Main Ave. SB, Philippines","37 EDSA corner Boni Avenue, 37 Epifanio de los Santos Ave, Mandaluyong, 1550 Metro Manila, Philippines","(14.5721142, 121.0468128, 0.0)",14.5721142,121.0468128,0.0
